field_1,Site,Sample_ID,Date_ddPCR,Sample.type,State,Well,Lab_ID,Target,Concentrat,Status,Experiment,Supermix,DyeName.s.,Accepted_D,Positives.,Negatives.,Concentr_1,Accepted_1,Positive_1,Negative_1,Concentr_2,Accepted_2,Positive_2,Negative_2,freq,Infected,Bd.load_co,Comments.x,GPS,Collection,DOY,Time,Hg_mean,Coloration,Size,Frog_posit,Sex,Male,Weight,SVL,leaf_litte,ground_veg,small_trun,large_trun,fallen_tre,woody,phyto,Type_phyto,Microhab_t,Ambient_te,canopy_ID,canopy_cov,Comments.y,DateTimeS,Elevation,DateTime,Lon,Lat,dist_to_ph,dist_to_tr,coords.x1,coords.x2,distance.y,dist_km,min_spent,hrs_spent,frogs_obse,ind_obs,ind_per_km,Area_m,Area_ha,HFI,scaled_SMI.rob,DNA_ng.ml
421,Petit Matoury,23-Dt-057,27/07/2023,Frog swab,Wild,C05,DT114,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19697,0,19697,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,456,28/01/2023,28,12:40,1.38,lightblue,Small,Under palm bract,Female,0,3.6,3.59,90,2,3,0,0,45,FALSE,NA,24.5,25,IMG_3734,94.39,,46:55.0,87.688362,1/28/2023 15:46,-52.350609,4.896188,12.17504376,11.48193695,1016047.68,542979.1383,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.441668653,6.96
422,Petit Matoury,23-Dt-037,27/07/2023,Frog swab,Wild,D02,DT86,RAG1,0.059374224,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19815,1,19814,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,387,23/01/2023,23,13:30,1.38,lightblue,Small,Under fallen log,Female,0,2,2.76,80,20,4,0,1,50,FALSE,NA,24.2,26.7,IMG_3530,94.63,,13:39.0,74.570465,1/23/2023 16:13,-52.349859,4.896675,14.11733271,23.95614144,1016130.731,543033.7259,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,3.049416965,12.82
423,Petit Matoury,23-Dt-054,27/07/2023,Frog swab,Wild,H04,DT111,Bd,2027.099487,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17163,14099,3064,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,2027.099487,,453,28/01/2023,28,11:00,1.38,lightblue,Small,"On soil, next to fallen tree",Male,1,2.26,3.23,40,35,4,0,1,45,FALSE,NA,24.5,24.5,IMG_3722,94.83,,00:40.0,76.949867,1/28/2023 14:00,-52.350936,4.89662,4.495061139,4.04465533,1016010.974,543026.7947,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.038283122,too low
424,Petit Matoury,23-Dt-055,27/07/2023,Frog swab,Wild,A05,DT112,RAG1,0.181362852,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19462,3,19459,0.339089364,17350,5,17345,0.281351328,16728,4,16724,3,,NA,,454,28/01/2023,28,11:27,1.38,lightblue,Small,Under fallen log,Female,0,2.87,3.44,60,1,2,2,1,15,FALSE,NA,23.7,24.2,IMG_3730,97.1,Deformation right hand,27:58.0,82.332191,1/28/2023 14:27,-52.350715,4.89703,11.43069403,18.6605013,1016035.241,543072.4344,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.070421615,too low
425,Petit Matoury,23-Dt-062,27/07/2023,Frog swab,Wild,G08,DT144,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20137,0,20137,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,465,29/01/2023,29,10:40,1.38,lightblue,Small,Under dead log,Male,1,3.04,3.42,80,15,4,0,1,40,FALSE,NA,23.8,24.2,IMG_3764,93.78,,39:27.0,69.825958,1/29/2023 13:39,-52.35097,4.896677,9.210977952,3.466659603,1016007.148,543033.0898,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.498707577,too low
426,Petit Matoury,23-Dt-062,27/07/2023,Frog swab,Wild,G08,DT144,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20137,0,20137,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,465,29/01/2023,29,10:40,1.38,lightblue,Small,Under dead log,Male,1,3.04,3.42,80,15,4,0,1,40,FALSE,NA,23.8,24.2,IMG_3764,93.78,,39:27.0,69.825958,1/29/2023 13:39,-52.35097,4.896677,9.210977952,3.466659603,1016007.148,543033.0898,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.498707577,too low
427,Petit Matoury,23-Dt-063,27/07/2023,Frog swab,Wild,H08,DT145,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20864,0,20864,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,466,29/01/2023,29,11:35,1.38,lightblue,Small,Under fallen log,Male,1,3.04,3.67,50,20,2,0,1,20,FALSE,NA,23.5,24.6,IMG_3769,95.3,,42:59.0,63.85743,1/29/2023 14:42,-52.349854,4.896357,23.20377238,11.83263935,1016131.532,542998.4635,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.793751432,5.94
428,Petit Matoury,23-Dt-063,27/07/2023,Frog swab,Wild,H08,DT145,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20864,0,20864,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,466,29/01/2023,29,11:35,1.38,lightblue,Small,Under fallen log,Male,1,3.04,3.67,50,20,2,0,1,20,FALSE,NA,23.5,24.6,IMG_3769,95.3,,42:59.0,63.85743,1/29/2023 14:42,-52.349854,4.896357,23.20377238,11.83263935,1016131.532,542998.4635,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.793751432,5.94
429,Petit Matoury,23-Dt-065,27/07/2023,Frog swab,Wild,B09,DT147,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18886,0,18886,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,468,29/01/2023,29,13:00,1.38,lightblue,Small,Under fallen log,Female,0,2.76,3.45,95,5,2,0,1,45,FALSE,NA,24.2,25.5,IMG_3775,96.71,,03:01.0,84.569054,1/29/2023 16:03,-52.350634,4.895775,27.78642771,19.26626316,1016045.217,542933.3173,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.182415039,5.78
430,Petit Matoury,23-Dt-065,27/07/2023,Frog swab,Wild,B09,DT147,RAG1,0.062294912,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18886,1,18885,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,468,29/01/2023,29,13:00,1.38,lightblue,Small,Under fallen log,Female,0,2.76,3.45,95,5,2,0,1,45,FALSE,NA,24.2,25.5,IMG_3775,96.71,,03:01.0,84.569054,1/29/2023 16:03,-52.350634,4.895775,27.78642771,19.26626316,1016045.217,542933.3173,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.182415039,5.78
431,Petit Matoury,23-Dt-066,27/07/2023,Frog swab,Wild,C09,DT148,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20450,0,20450,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,469,29/01/2023,29,13:30,1.38,lightblue,Small,Leaf litter,Female,0,3.92,3.82,80,2,2,1,1,40,FALSE,NA,25,25,IMG_3784,94.08,With eggs,29:56.0,93.548172,1/29/2023 16:29,-52.350541,4.896718,18.19918084,5.911978448,1016054.836,543037.9679,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.307463288,5.84
432,Petit Matoury,23-Dt-066,27/07/2023,Frog swab,Wild,C09,DT148,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20450,0,20450,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,469,29/01/2023,29,13:30,1.38,lightblue,Small,Leaf litter,Female,0,3.92,3.82,80,2,2,1,1,40,FALSE,NA,25,25,IMG_3784,94.08,With eggs,29:56.0,93.548172,1/29/2023 16:29,-52.350541,4.896718,18.19918084,5.911978448,1016054.836,543037.9679,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.307463288,5.84
433,Petit Matoury,23-Dt-067,27/07/2023,Frog swab,Wild,D09,DT149,Bd,1.130135179,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18747,18,18729,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,1.130135179,,470,29/01/2023,29,15:00,1.38,lightblue,Small,"Leaf litter, next to palm base",Male,1,1.64,3.25,60,5,2,0,0,10,FALSE,NA,24.8,25.2,IMG_3789,93.06,,03:07.0,85.914879,1/29/2023 18:03,-52.350875,4.896555,11.11029991,10.28421565,1016017.809,543019.6333,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-1.465111762,6.5
434,Petit Matoury,23-Dt-067,27/07/2023,Frog swab,Wild,D09,DT149,RAG1,0.376591086,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18747,6,18741,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,470,29/01/2023,29,15:00,1.38,lightblue,Small,"Leaf litter, next to palm base",Male,1,1.64,3.25,60,5,2,0,0,10,FALSE,NA,24.8,25.2,IMG_3789,93.06,,03:07.0,85.914879,1/29/2023 18:03,-52.350875,4.896555,11.11029991,10.28421565,1016017.809,543019.6333,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-1.465111762,6.5
435,Petit Matoury,23-Dt-057,27/07/2023,Frog swab,Wild,C05,DT114,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19697,0,19697,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,456,28/01/2023,28,12:40,1.38,lightblue,Small,Under palm bract,Female,0,3.6,3.59,90,2,3,0,0,45,FALSE,NA,24.5,25,IMG_3734,94.39,,46:55.0,87.688362,1/28/2023 15:46,-52.350609,4.896188,12.17504376,11.48193695,1016047.68,542979.1383,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.441668653,6.96
436,Petit Matoury,23-Dt-058,27/07/2023,Frog swab,Wild,D05,DT115,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19893,0,19893,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,457,28/01/2023,28,13:15,1.38,lightblue,Small,"Tree root, next to artificial phyto",Female,0,1.88,3.08,100,25,4,1,0,15,TRUE,artificial phyto,24.4,24.7,IMG_3737,96.12,,16:09.0,87.666161,1/28/2023 16:16,-52.350642,4.896581,1.442380951,11.2863384,1016043.707,543022.6966,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.004881789,5.12
437,Petit Matoury,23-Dt-058,27/07/2023,Frog swab,Wild,D05,DT115,Bd,3.375814438,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19893,57,19836,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,3.375814438,,457,28/01/2023,28,13:15,1.38,lightblue,Small,"Tree root, next to artificial phyto",Female,0,1.88,3.08,100,25,4,1,0,15,TRUE,artificial phyto,24.4,24.7,IMG_3737,96.12,,16:09.0,87.666161,1/28/2023 16:16,-52.350642,4.896581,1.442380951,11.2863384,1016043.707,543022.6966,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.004881789,5.12
438,Petit Matoury,23-Dt-059,27/07/2023,Frog swab,Wild,E05,DT116,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18147,0,18147,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,460,28/01/2023,28,13:55,1.38,lightblue,Small,Inside artificial phyto,Male,1,2.05,3.17,90,35,4,1,0,15,TRUE,artificial phyto,24.2,24.2,IMG_3748,94.99,,56:22.0,88.250023,1/28/2023 16:56,-52.35062,4.896952,3.22778737,17.53293603,1016045.868,543063.8576,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.105719652,5.74
439,Petit Matoury,23-Dt-059,27/07/2023,Frog swab,Wild,E05,DT116,Bd,442.4258728,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18147,5688,12459,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,442.4258728,,460,28/01/2023,28,13:55,1.38,lightblue,Small,Inside artificial phyto,Male,1,2.05,3.17,90,35,4,1,0,15,TRUE,artificial phyto,24.2,24.2,IMG_3748,94.99,,56:22.0,88.250023,1/28/2023 16:56,-52.35062,4.896952,3.22778737,17.53293603,1016045.868,543063.8576,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.105719652,5.74
440,Petit Matoury,23-Dt-060,27/07/2023,Frog swab,Wild,F05,DT117,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18527,0,18527,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,461,28/01/2023,28,14:20,1.38,lightblue,Small,Under fallen log,Female,0,2.89,3.23,40,70,1,0,1,45,FALSE,NA,23.4,22.6,IMG_3751,93.55,,24:36.0,85.475403,1/28/2023 17:24,-52.350263,4.896631,30.34115269,34.57319082,1016085.826,543028.5343,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,1.479929901,5.86
441,Petit Matoury,23-Dt-060,27/07/2023,Frog swab,Wild,F05,DT117,Bd,6.814231396,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18527,107,18420,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,6.814231396,,461,28/01/2023,28,14:20,1.38,lightblue,Small,Under fallen log,Female,0,2.89,3.23,40,70,1,0,1,45,FALSE,NA,23.4,22.6,IMG_3751,93.55,,24:36.0,85.475403,1/28/2023 17:24,-52.350263,4.896631,30.34115269,34.57319082,1016085.826,543028.5343,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,1.479929901,5.86
442,Petit Matoury,23-Dt-061,27/07/2023,Frog swab,Wild,G05,DT118,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19324,0,19324,0.302629083,19440,5,19435,0.256535232,18346,4,18342,3,,NA,,462,28/01/2023,28,14:44,1.38,lightblue,Small,Inside soil hole,Male,1,2.81,3.61,35,30,8,0,1,20,FALSE,NA,23.7,23.2,IMG_3757,96.33,,44:27.0,79.245491,1/28/2023 17:44,-52.35015,4.896607,20.58012243,31.65090703,1016098.414,543025.96,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.870156504,5.16
443,Petit Matoury,23-Dt-061,27/07/2023,Frog swab,Wild,G05,DT118,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19324,0,19324,0,19440,0,19440,0.064128563,18346,1,18345,3,No,0,,462,28/01/2023,28,14:44,1.38,lightblue,Small,Inside soil hole,Male,1,2.81,3.61,35,30,8,0,1,20,FALSE,NA,23.7,23.2,IMG_3757,96.33,,44:27.0,79.245491,1/28/2023 17:44,-52.35015,4.896607,20.58012243,31.65090703,1016098.414,543025.96,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.870156504,5.16
444,Petit Matoury,23-Dt-042,27/07/2023,Frog swab,Wild,A03,DT91,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18466,0,18466,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,407,24/01/2023,24,13:52,1.38,lightblue,Small,Under fallen log,Female,0,3.8,3.36,100,2,2,0,1,40,FALSE,NA,23.1,24.5,IMG_3579,96.82,With eggs,54:32.0,89.921234,1/24/2023 16:54,-52.350324,4.896314,8.48786738,24.63415239,1016079.285,542993.3318,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,2.382541472,12.98
445,Petit Matoury,23-Dt-042,27/07/2023,Frog swab,Wild,A03,DT91,RAG1,0.063711822,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18466,1,18465,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,407,24/01/2023,24,13:52,1.38,lightblue,Small,Under fallen log,Female,0,3.8,3.36,100,2,2,0,1,40,FALSE,NA,23.1,24.5,IMG_3579,96.82,With eggs,54:32.0,89.921234,1/24/2023 16:54,-52.350324,4.896314,8.48786738,24.63415239,1016079.285,542993.3318,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,2.382541472,12.98
446,Petit Matoury,23-Dt-043,27/07/2023,Frog swab,Wild,B03,DT92,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18658,0,18658,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,392,24/01/2023,24,08:48,1.38,lightblue,Small,"On leaf litter, next to dead wood",Female,0,4.53,4.04,90,2,2,1,1,50,FALSE,NA,24,24.2,IMG_3551,93.15,,49:20.0,83.353378,1/24/2023 11:49,-52.350591,4.89671,14.39343922,2.553189672,1016049.281,543037.0421,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.598824903,13.22
447,Petit Matoury,23-Dt-043,27/07/2023,Frog swab,Wild,B03,DT92,RAG1,0.063056171,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18658,1,18657,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,392,24/01/2023,24,08:48,1.38,lightblue,Small,"On leaf litter, next to dead wood",Female,0,4.53,4.04,90,2,2,1,1,50,FALSE,NA,24,24.2,IMG_3551,93.15,,49:20.0,83.353378,1/24/2023 11:49,-52.350591,4.89671,14.39343922,2.553189672,1016049.281,543037.0421,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.598824903,13.22
448,Petit Matoury,23-Dt-044,27/07/2023,Frog swab,Wild,C03,DT93,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17757,0,17757,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,415,25/01/2023,25,09:51,1.38,lightblue,Small,leaf litter,Male,1,2.82,3.26,80,10,1,1,0,25,FALSE,NA,22.5,24.3,IMG_3599,94.59,,53:19.0,80.535599,1/25/2023 12:53,-52.350727,4.896087,5.979478422,28.67740533,1016034.632,542967.8463,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,1.103023114,12.72
449,Petit Matoury,23-Dt-044,27/07/2023,Frog swab,Wild,C03,DT93,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17757,0,17757,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,415,25/01/2023,25,09:51,1.38,lightblue,Small,leaf litter,Male,1,2.82,3.26,80,10,1,1,0,25,FALSE,NA,22.5,24.3,IMG_3599,94.59,,53:19.0,80.535599,1/25/2023 12:53,-52.350727,4.896087,5.979478422,28.67740533,1016034.632,542967.8463,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,1.103023114,12.72
450,Petit Matoury,23-Dt-045,27/07/2023,Frog swab,Wild,D10,DT157,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18683,0,18683,0,17030,0,17030,0,17916,0,17916,3,No,0,Double swab (same than 23-Dt-086),417,25/01/2023,25,10:35,1.38,lightblue,Small,under tree root,Juvenile,NA,0.48,1.7,85,2,7,0,1,7,FALSE,NA,23.7,25,IMG_3602,95.34,,41:53.0,76.179749,1/25/2023 13:41,-52.35087,4.89665,12.44971926,4.21032198,1016018.292,543030.1727,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,NA,2.7
451,Petit Matoury,23-Dt-045,27/07/2023,Frog swab,Wild,D10,DT157,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18683,0,18683,0,17030,0,17030,0,17916,0,17916,3,,NA,,417,25/01/2023,25,10:35,1.38,lightblue,Small,under tree root,Juvenile,NA,0.48,1.7,85,2,7,0,1,7,FALSE,NA,23.7,25,IMG_3602,95.34,,41:53.0,76.179749,1/25/2023 13:41,-52.35087,4.89665,12.44971926,4.21032198,1016018.292,543030.1727,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,NA,2.7
452,Petit Matoury,23-Dt-046,27/07/2023,Frog swab,Wild,H03,DT103,RAG1,1.574831486,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,16446,22,16424,1501.756958,16673,12021,4652,NA,NA,NA,NA,2,,NA,,421,25/01/2023,25,12:30,1.38,lightblue,Small,leaf litter,Female,0,1.57,3.3,85,65,2,1,1,20,FALSE,NA,23.9,26.5,IMG_3610,94.31,"Very skinny, almost dead",29:57.0,78.132233,1/25/2023 15:29,-52.350723,4.895818,17.06734338,28.59458633,1016035.284,542938.0173,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-1.814307527,3.44
453,Petit Matoury,23-Dt-046,27/07/2023,Frog swab,Wild,H03,DT103,Bd,1213.035034,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16446,10581,5865,1540.577637,16673,12172,4501,NA,NA,NA,NA,2,Yes,1376.806336,,421,25/01/2023,25,12:30,1.38,lightblue,Small,leaf litter,Female,0,1.57,3.3,85,65,2,1,1,20,FALSE,NA,23.9,26.5,IMG_3610,94.31,"Very skinny, almost dead",29:57.0,78.132233,1/25/2023 15:29,-52.350723,4.895818,17.06734338,28.59458633,1016035.284,542938.0173,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-1.814307527,3.44
454,Petit Matoury,23-Dt-068,27/07/2023,Frog swab,Wild,G11,DT168,RAG1,1.044706941,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18026,16,18010,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,471,29/01/2023,29,15:25,1.38,lightblue,Small,Under dead wood,Juvenile,NA,0.41,1.29,100,25,1,0,1,70,FALSE,NA,24.8,25.2,IMG_3790,95.13,,34:20.0,90.278389,1/29/2023 18:34,-52.350822,4.896282,4.518178576,31.42555289,1016023.915,542989.3985,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,NA,4.56
455,Petit Matoury,23-Dt-068,27/07/2023,Frog swab,Wild,G11,DT168,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18026,0,18026,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,471,29/01/2023,29,15:25,1.38,lightblue,Small,Under dead wood,Juvenile,NA,0.41,1.29,100,25,1,0,1,70,FALSE,NA,24.8,25.2,IMG_3790,95.13,,34:20.0,90.278389,1/29/2023 18:34,-52.350822,4.896282,4.518178576,31.42555289,1016023.915,542989.3985,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,NA,4.56
456,Petit Matoury,23-Dt-038,27/07/2023,Frog swab,Wild,E02,DT87,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17784,0,17784,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,390,23/01/2023,23,13:45,1.38,lightblue,Small,Under woody structure,Female,0,3.7,3.67,80,3,0,1,0,40,FALSE,NA,24.4,26.4,IMG_3547,93.2,,54:04.0,87.719528,1/23/2023 16:54,-52.349675,4.895913,53.83226282,59.04494622,1016151.785,542949.362,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.148395794,13.3
457,Petit Matoury,23-Dt-038,27/07/2023,Frog swab,Wild,E02,DT87,RAG1,0.066155173,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17784,1,17783,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,390,23/01/2023,23,13:45,1.38,lightblue,Small,Under woody structure,Female,0,3.7,3.67,80,3,0,1,0,40,FALSE,NA,24.4,26.4,IMG_3547,93.2,,54:04.0,87.719528,1/23/2023 16:54,-52.349675,4.895913,53.83226282,59.04494622,1016151.785,542949.362,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.148395794,13.3
458,Petit Matoury,23-Dt-039,27/07/2023,Frog swab,Wild,F02,DT88,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18203,0,18203,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,402,24/01/2023,24,11:15,1.38,lightblue,Small,"Leaf litter, next to log",Male,1,2.73,3.43,100,2,5,0,1,20,FALSE,NA,24.6,25.2,IMG_3570,95.06,,13:16.0,79.473907,1/24/2023 14:13,-52.350531,4.896667,15.29224984,9.980935853,1016055.988,543032.3198,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.129885561,13.1
459,Petit Matoury,23-Dt-039,27/07/2023,Frog swab,Wild,F02,DT88,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18203,0,18203,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,402,24/01/2023,24,11:15,1.38,lightblue,Small,"Leaf litter, next to log",Male,1,2.73,3.43,100,2,5,0,1,20,FALSE,NA,24.6,25.2,IMG_3570,95.06,,13:16.0,79.473907,1/24/2023 14:13,-52.350531,4.896667,15.29224984,9.980935853,1016055.988,543032.3198,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.129885561,13.1
460,Petit Matoury,23-Dt-040,27/07/2023,Frog swab,Wild,G02,DT89,RAG1,0.981158733,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19193,16,19177,12.78908348,15631,169,15462,NA,NA,NA,NA,2,,NA,,405,24/01/2023,24,13:10,1.38,lightblue,Small,Leaf litter,Female,0,2.04,3.32,75,15,6,0,0,15,FALSE,NA,24.2,24.7,IMG_3574,97,Very skinny,12:19.0,87.066078,1/24/2023 16:12,-52.350506,4.895849,28.99073596,26.47280356,1016059.398,542941.6227,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.915933157,14.18
461,Petit Matoury,23-Dt-040,27/07/2023,Frog swab,Wild,G02,DT89,Bd,0.061298452,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19193,1,19192,0.07526762,15631,1,15630,NA,NA,NA,NA,2,No,0,,405,24/01/2023,24,13:10,1.38,lightblue,Small,Leaf litter,Female,0,2.04,3.32,75,15,6,0,0,15,FALSE,NA,24.2,24.7,IMG_3574,97,Very skinny,12:19.0,87.066078,1/24/2023 16:12,-52.350506,4.895849,28.99073596,26.47280356,1016059.398,542941.6227,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.915933157,14.18
462,Petit Matoury,23-Dt-041,27/07/2023,Frog swab,Wild,H02,DT90,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19874,0,19874,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,407,24/01/2023,24,13:50,1.38,lightblue,Small,Under fallen log,Male,1,2.66,3.35,100,2,2,0,1,40,FALSE,NA,23.1,24.5,IMG_3579,96.82,Fungus?,54:32.0,89.921234,1/24/2023 16:54,-52.350324,4.896314,8.48786738,24.63415239,1016079.285,542993.3318,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.186042196,13.12
463,Petit Matoury,23-Dt-041,27/07/2023,Frog swab,Wild,H02,DT90,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19874,0,19874,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,407,24/01/2023,24,13:50,1.38,lightblue,Small,Under fallen log,Male,1,2.66,3.35,100,2,2,0,1,40,FALSE,NA,23.1,24.5,IMG_3579,96.82,Fungus?,54:32.0,89.921234,1/24/2023 16:54,-52.350324,4.896314,8.48786738,24.63415239,1016079.285,542993.3318,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.186042196,13.12
